Rechecked.By,Incident.Date,State,City.Or.County,Address,Outcome,Participant.Name,Participant.Gender,Response.Type,Detail,News.Source
Jessy,2022-08-19T00:00:00Z,North Carolina,Charlotte,8900 block of St Croix Ln,Injured,Officer,female,Ambulance,Officer was not critically wounded and was helping the suspect until the MEDIC arrived.,https://www.wsoctv.com/news/local/body-camera-video-released-after-woman-shot-cmpd-officer/NM5CXB5Y5VATZFOF4DHM3HDQDM/
Jessy,2022-02-19T00:00:00Z,North Carolina,Charlotte,N Tryon St and Salome Church Rd,Injured,Dep. Dijon Whyms,male,Ambulance,1:28 in the second video. Three other police arrived and applied tourniquet before MEDIC arrived.,https://www.wsoctv.com/news/local/mecklenburg-sheriffs-deputy-shot-northeast-charlotte-officials-says/SOGG4QCSXNAGDGRMYXDWH744ME/
Jessy,2019-11-01T00:00:00Z,North Carolina,Charlotte,Oakburn Dr,Injured,N/A,male,Ambulance,Police were waiting for the MEDIC to get the injured officer out.,https://www.wsoctv.com/news/local/law-enforcement-officer-shot-in-north-charlotte-neighborhood-sources-say/1003988679/
Jessy,2022-06-28T00:00:00Z,North Carolina,Charlotte,453 E 36th St,Injured,Officer,N/A,Unknown,,https://www.youtube.com/watch?v=VjJfDxHYOlc&ab_channel=Charlotte-MecklenburgPolice
Jessy,2021-12-27T00:00:00Z,North Carolina,Charlotte,6100 block of Winged Elm Ct,Injured,Officer Elliot Whitley,male,Unknown,,
Jessy,2024-04-21T00:00:00Z,Illinois,Chicago,3100 block of W 56th St,Killed,Luis M. Huesca,male,Ambulance,"""According to the Chicago Fire Department, it transported an adult male from the scene to the University of Chicago Medical Center in critical condition.""",https://wgntv.com/news/chicago-news/chicago-police-officer-shot-overnight-in-gage-park-neighborhood-cpd-confirms/
Prachi,2021-10-18T00:00:00Z,Illinois,Chicago,1000 W North Ave,Injured,N/A,male,Ambulance,,https://abc7chicago.com/chicago-police-officer-shot-shooting-in-lincoln-park-today/11140866/
Prachi,2021-07-05T00:00:00Z,Illinois,Chicago,100 block of N Long Ave,Injured,Cmdr Patrina Wines,female,Ambulance,Both were transported to Stroger Hospital in good condition.,https://abc7chicago.com/chicago-shooting-police-officers-shot-officer-cops/10861325/
Prachi,2021-07-05T00:00:00Z,Illinois,Chicago,100 block of N Long Ave,Injured,Sergeant,male,Ambulance,Both were transported to Stroger Hospital in good condition.,https://abc7chicago.com/chicago-shooting-police-officers-shot-officer-cops/10861325/
Prachi,2021-05-16T00:00:00Z,Illinois,Chicago,1500 block of S Lawndale Ave,Injured,Officer Julio Garcia,male,Ambulance,"At the end of the first video, CFD paramedics can be seen arriving with stretcher. And it can also be heard police officers screaming at nearby ambulance, ""let that ambulance pull in.""",https://americanmilitarynews.com/2021/06/video-bodycam-footage-shows-chicago-cops-in-point-blank-range-shootout-with-suspect/
Prachi,2021-05-16T00:00:00Z,Illinois,Chicago,1500 block of S Lawndale Ave,Injured,Officer Mark Nakayama,male,Ambulance,"At the end of the first video, CFD paramedics can be seen arriving with stretcher. And it can also be heard police officers screaming at nearby ambulance, ""let that ambulance pull in.""",https://americanmilitarynews.com/2021/06/video-bodycam-footage-shows-chicago-cops-in-point-blank-range-shootout-with-suspect/
Prachi,2020-08-05T00:00:00Z,Illinois,Chicago,1306 S Lawndale Ave,Injured,N/A,male,Ambulance,,https://abc7chicago.com/chicago-police-officer-shot-news-cop-shooting/6354873/; https://twitter.com/SPOTNEWSonIG/status/1290931095446454277
Prachi,2020-07-28T00:00:00Z,Illinois,Chicago,1011 S Homan Ave,Killed,CPD Deputy Chief Dion Boyd,male,Others,Suicide,https://www.audacy.com/wbbm780/articles/chicago-cop-found-shot-dead-in-apparent-suicide
Prachi,2020-06-15T00:00:00Z,Illinois,Chicago,5000 block of S Martin Luther King Dr,Injured,N/A,male,Ambulance,,https://abc7chicago.com/chicago-police-shooting-bronzeville-50th-and-vincennes/6249380/
Prachi,2019-09-21T00:00:00Z,Illinois,Chicago,S Winchester Ave and W 65th St,Injured,Officer Adam Wazny,male,Ambulance,,https://www.fox32chicago.com/news/suspect-shot-in-custody-after-shooting-of-chicago-police-officer-in-west-englewood
Prachi,2018-11-20T00:00:00Z,Illinois,Chicago,87th Street and Paulina,Injured,Officer Fernando Soto,male,Ambulance,"Sergeant Sellers exited his vehicle and checked the condition of Officer Soto, who did not appear to be critically wounded. He then radioed for two ambulances and directed responding officers to cordon off the crime scene. There were only two people injured at the scene (suspect and Officer Soto). I tend to believe this is an ambulance transport.",https://www.chicagocopa.org/wp-content/uploads/2019/01/1091779_FSR.pdf
Prachi,2018-11-19T00:00:00Z,Illinois,Chicago,2525 S Michigan Ave,Killed,Officer Samuel Jimenez,male,Ambulance,Shot happened in a mercy hospital but the injured police officer was taken to UofC hospital later.,https://abc7news.com/mercy-hospital-chicago--medical-center-shooting-active-shooter/4720765/
Prachi,2018-05-04T00:00:00Z,Illinois,Chicago,4400 block of S Hermitage Ave,Injured,Agent Kevin Crump,male,Police Self-transfer,Fellow officers put the agent into a silver SUV and took him to a hospital.,https://abcnews.go.com/US/police-searching-desperately-persons-fired-undercover-atf-agents/story?id=54933886
Prachi,2024-03-21T00:00:00Z,Illinois,Chicago,3800 block of W Ferdinand St,Injured,Officer,male,Ambulance,CFD shared that the wounded police was sent to hospital.,https://abc7chicago.com/chicago-police-shooting-garfield-park-west-ferdinand-street-officer-shot/14555783/
Prachi,2022-06-02T00:00:00Z,Illinois,Chicago,5200 block of W Belmont Ave,Injured,N/A,male,Others,"Shot on hand; an ambulance was called, but he declined to be taken to a hospital",https://chicago.suntimes.com/crime/2022/6/2/23152087/police-dog-shooting-cragin-belmont
Prachi,2021-03-05T00:00:00Z,Illinois,Chicago,10800 block of S Drake Ave,Killed,Officer Jeffrey Troglia,male,Others,Suicide,https://policetribune.com/hero-down-chicago-pd-officer-jeff-troglia-found-dead-from-self-inflicted-gunshot/?fbclid=IwAR2oyGiEOOP__MEGso64tg-__CqNGdezcdp8E9PGkPF3hbkqxDXxGwsOaLQ
Prachi,2021-03-01T00:00:00Z,Illinois,Chicago,850 W Addison St,Killed,Officer James Daly,male,Others,Suicide,https://www.dailymail.co.uk/news/article-9313933/Chicago-cop-shoots-dead-station-shift-taking-early-retirement.html
Prachi,2019-09-21T00:00:00Z,Illinois,Chicago,8300 block of South Wabash Ave,Killed,Officer James Crawford [ret],male,Others,Suicide,https://www.chicagotribune.com/news/breaking/ct-retired-officer-suicide-20190922-trdowexaljg5vcqz3spvbqhiwi-story.html
Prachi,2019-09-16T00:00:00Z,Illinois,Chicago,N Caldwell Ave and Touhy Ave,Killed,Officer Paul Escamilla,male,Others,Suicide,https://chicago.suntimes.com/2019/9/16/20869927/chicago-police-officer-suicide-bunker-hill-forest-preserve
Prachi,2023-03-01T00:00:00Z,Illinois,Chicago,5258 S Spaulding Ave,Killed,Officer Andres Vasquez-Lasso,male,Ambulance,"Officer Vásquez Lasso was transported to Mount Sinai Hospital by CFD Ambulance #8 where he was pronounced dead on arrival by Dr. Chang at 5:28 a.m. on March 1, 2023.",https://cpdmemorial.org/fallen-officers/police-officer-andres-mauricio-vasquez-lasso-star-7649/
Prachi,2022-07-01T00:00:00Z,Illinois,Chicago,1300 block of W Taylor St,Injured,Officer,male,Police Self-transfer,"A University of Illinois at Chicago officer also responded to the call and helped take the injured officer to Stroger hospital, ""likely saving his life,"" Brown said.",https://abc7chicago.com/chicago-shooting-near-west-side-police-cpd/12008849/
Prachi,2022-06-05T00:00:00Z,Illinois,Chicago,6900 block of S Sangamon St,Injured,Officer Erik Moreno,male,Police Self-transfer,Shot on chest and left arm and transported to hospitals by his colleagues to UChicago Medicine; recorvered,https://blockclubchicago.org/2022/06/07/man-accused-of-shooting-police-officer-in-englewood-showed-a-certain-disregard-for-the-sanctity-of-life-judge-says/; https://home.chicagopolice.org/media_incident/preliminary-statement-on-officer-shot-in-the-6900-block-of-s-sangamon/
Prachi,2022-06-01T00:00:00Z,Illinois,Chicago,W 64th St and S Paulina St,Injured,Officer Fernanda Ballesteros,female,Police Self-transfer,Shot and transported to hospitals by his colleagues to UChicago Medicine; recorvered,https://blockclubchicago.org/2022/06/01/chicago-police-officer-shot-during-traffic-stop-in-englewood/
Prachi,2022-03-28T00:00:00Z,Illinois,Chicago,S Sacramento Blvd and W Polk St,Injured,Officer,N/A,Police Self-transfer,Shot at his left pinky finger. Responding officers drove Officer Estrada to Stroger Hospital from the scene.,https://www.chicagocopa.org/wp-content/uploads/2022/05/2022-0001298_FSR.pdf
Prachi,2021-12-01T00:00:00Z,Illinois,Chicago,9200 block of S Stony Island Ave,Injured,Officer Rudy Estrada,male,Police Self-transfer,"Carried to UChicago Medicine by his colleague; the victims were carried by ambulance to an area hospital. ""The officer got to the hospital without the Chicago Fire Department’s assistance, according to Chicago Fire Department spokesman Larry Langford.""",https://www.chicagotribune.com/2021/12/01/top-cop-traffic-stop-ends-in-shootout-with-cop-and-suspect-wounded-on-far-south-side/
Prachi,2021-10-01T00:00:00Z,Illinois,Chicago,I-90/94 and W 43rd St,Killed,Trooper Gerald Mason,male,Others,Suicide,https://www.nbcchicago.com/news/local/illinois-state-troopers-shooting-death-on-expressway-ruled-a-suicide/2627348/
Jessy,2021-09-24T00:00:00Z,Illinois,Chicago,7200 block of S Jeffery Blvd,Injured,Officer,female,Police Self-transfer,"Realized she'd been shot, and drove herself to University of Chicago Medical Center.",https://www.cbsnews.com/chicago/news/police-officer-and-15-year-old-wounded-1-killed-in-south-shore/
Jessy,2021-08-07T00:00:00Z,Illinois,Chicago,6300 block of S Bell Ave,Injured,Officer Carlos Yanez Jr,male,Police Self-transfer,A third officer loaded both into the car and carried them to UChicago Medicine; French died the same day,https://blockclubchicago.org/2021/08/10/man-charged-with-killing-chicago-police-officer-ella-french-refused-to-put-down-drink-phone-leading-to-fatal-struggle-prosecutors/
Jessy,2021-08-07T00:00:00Z,Illinois,Chicago,6300 block of S Bell Ave,Killed,Officer Ella French,female,Police Self-transfer,A third officer loaded both into the car and carried them to UChicago Medicine; French died the same day,https://blockclubchicago.org/2021/08/10/man-charged-with-killing-chicago-police-officer-ella-french-refused-to-put-down-drink-phone-leading-to-fatal-struggle-prosecutors/
Jessy,2021-07-07T00:00:00Z,Illinois,Chicago,11700 block of S Ashland Ave,Injured,Agent,male,Ambulance,"0:40 in the third video labeled ""3 Undercover Officers Released From Hospital After Being Shot"". They drove a mile to CPD 22nd district then was transported by ambulance to Christ medical center from there.",https://www.cbsnews.com/chicago/news/morgan-park-shooting-officers-injured/
Jessy,2021-07-07T00:00:00Z,Illinois,Chicago,11700 block of S Ashland Ave,Injured,Agent,female,Ambulance,"0:40 in the third video labeled ""3 Undercover Officers Released From Hospital After Being Shot"". They drove a mile to CPD 22nd district then was transported by ambulance to Christ medical center from there.",https://www.cbsnews.com/chicago/news/morgan-park-shooting-officers-injured/
Jessy,2021-07-07T00:00:00Z,Illinois,Chicago,11700 block of S Ashland Ave,Injured,Officer,male,Ambulance,"0:40 in the third video labeled ""3 Undercover Officers Released From Hospital After Being Shot"". They drove a mile to CPD 22nd district then was transported by ambulance to Christ medical center from there.",https://www.cbsnews.com/chicago/news/morgan-park-shooting-officers-injured/
Jessy,2022-03-04T00:00:00Z,Illinois,Chicago,3801 W Harrison St,Injured,Officer,N/A,Ambulance,1:01 in the video. Paramedics took both of them (officers) to Mount Sinai hospital.,https://www.youtube.com/watch?v=eSn6hw68lI8
Jessy,2022-03-04T00:00:00Z,Illinois,Chicago,3801 W Harrison St,Injured,Officer,N/A,Ambulance,1:01 in the video. Paramedics took both of them (officers) to Mount Sinai hospital.,https://www.youtube.com/watch?v=eSn6hw68lI8
Jessy,2021-03-14T00:00:00Z,Illinois,Chicago,7808 S Halsted St,Injured,Sergeant,male,Ambulance,"Authorities responded to reports of a person shot about 2:45 p.m. in the 7800 block of South Halsted Street and located a 45-year-old man with a gunshot wound, according to Chicago fire officials.",https://abc7chicago.com/chicago-police-officer-shot-oak-lawn-il/10417421/
Jessy,2021-03-25T00:00:00Z,Illinois,Chicago,4555 S Western Blvd,Injured,Officer,male,Police Self-transfer,"Fellow officers tended to their colleague while others pursued the suspect. The other victim was transported to UChicago Hospital by the Fire Department while this officer was rushed to Mount Sinai. Additional evidence of police transfer here (https://www.cbsnews.com/chicago/news/chicago-police-officer-injured-in-shooting-incident-in-brighton-park/): ""With the officer down, other officers attended him to get him to the hospital while other officers continued pursuing the suspect, Brown said.""",https://www.audacy.com/wbbm780/news/local/chicago-police-officer-suspect-shot-in-brighton-park
Jessy,2021-03-20T00:00:00Z,Illinois,Chicago,100 block of N La Crosse Ave,Injured,Officer,female,Police Self-transfer,Rushed to Mount Sinai Hospital in a police car with what is considered a non-life-threatening wound and was released a couple of hours later,https://abc7chicago.com/chicago-shootings-police-officer-shot-cpd-south-austin/10438110/
Jessy,2020-01-29T00:00:00Z,Illinois,Chicago,4000 block of W Madison St,Injured,Officer,male,Police Self-transfer,Responding units put the injured officer in another squad car and were on their way to Stroger Hospital when they saw the suspected shooter’s truck.,https://chicago.suntimes.com/crime/2020/1/29/21114072/west-garfield-park-shooting-chicago-police-officer-hospital-wilcox-karlov
Jessy,2018-10-30T00:00:00Z,Illinois,Chicago,3200 block of W Argyle St,Injured,Officer,male,Police Self-transfer,Drove himself.,https://abc7chicago.com/chicago-police-officer-cpd-injured/4582943/
Jessy,2024-01-08T00:00:00Z,Illinois,Chicago,30 E Oak St,Injured,Officer,male,Police Self-transfer,Around 1:00 in the 2nd video.,https://www.cbsnews.com/chicago/news/police-investigation-gold-coast/
Jessy,2023-11-06T00:00:00Z,Illinois,Chicago,7300 block of S Dante Ave,Injured,N/A,N/A,Police Self-transfer,0:31 in the second video.,https://www.fox32chicago.com/news/grand-crossing-police-shooting
Jessy,2023-07-24T00:00:00Z,Illinois,Chicago,5600 S Shields Ave,Injured,N/A,N/A,Police Self-transfer,His partners took the officer to the University of Chicago Medical Center for a gunshot wound to the left hand.,https://www.cbsnews.com/chicago/news/chicago-officer-shot-englewood/
Jessy,2024-01-09T00:00:00Z,Illinois,Chicago,7200 block of S Spaulding Ave,Injured,N/A,male,Others,The officer did not sustain any injuries.,https://www.chicagocopa.org/press/copa-provides-update-on-off-duty-officer-involved-shooting-near-7200-s-spaulding-ave/
Jessy,2020-08-30T00:00:00Z,Illinois,Chicago,3300 block of W Polk St,Injured,Officer,male,Police Self-transfer,0:30 in the video. A CPD sergeant rushed the two injured the two injured officers to the emergency room in his own squad car.,https://www.nbcchicago.com/news/local/2-chicago-police-officers-shot-injured-during-traffic-stop/2331197/
Jessy,2020-08-30T00:00:00Z,Illinois,Chicago,3300 block of W Polk St,Injured,Officer,male,Police Self-transfer,0:30 in the video. A CPD sergeant rushed the two injured the two injured officers to the emergency room in his own squad car.,https://www.nbcchicago.com/news/local/2-chicago-police-officers-shot-injured-during-traffic-stop/2331197/
Jessy,2020-07-30T00:00:00Z,Illinois,Chicago,5555 W Grand Ave,Injured,Officer James Kurth,male,Ambulance,R/O WAS TREATED BY EMS ON SCENE AND TAKEN TO LOYALA MEDICAL HOSPITAL FOR FURTHER TREATMENT.,https://www.chicagocopa.org/wp-content/uploads/2020/09/Kurth-TRR_REDACTED.pdf
Jessy,2020-07-30T00:00:00Z,Illinois,Chicago,5555 W Grand Ave,Injured,Officer James Rowe,male,Ambulance,R/O WAS THEN TRANSPORTED TO LOYOLA HOSPITAL BY CFD AMBULANCE. TREATED AND RELEASED FROM HOSPITAL.,https://www.chicagocopa.org/wp-content/uploads/2020/09/Rowe-TRR_REDACTED.pdf
Jessy,2020-07-30T00:00:00Z,Illinois,Chicago,5555 W Grand Ave,Injured,Officer Jason Cloherty,male,Ambulance,"The three officers sustained similar injuries, were shot at the same location, and worked at the same station. I tend to believe that they were transported in the same mode. Also additional evidence from the second link. The form stated that E.T. responded to the scene for processing. E.T. may refer to Emergency Transport.",https://www.chicagocopa.org/wp-content/uploads/2020/09/2020-0003466_FSR.pdf; https://www.chicagocopa.org/wp-content/uploads/2020/09/Cloherty-TRR_REDACTED.pdf
Jessy,2019-11-19T00:00:00Z,Illinois,Chicago,4318 W Irving Park Rd,Injured,CPD Officer,male,Ambulance,0:43 in the second video. An ambulance can be seen driving away from the scene with siren on. But the supsect and another victim was shot in a different location.,https://abc7chicago.com/officer-shot-chicago-police-cpd/5708767/
Jessy,2023-05-31T00:00:00Z,Illinois,Chicago,2200 block of W Maypole Ave,Injured,N/A,male,Ambulance,"At 7:01 in the OEMC audio record, the dispatcher readioed to other police, ""CFD is with him (the injured officer) now."" At 8:32, some other officer can be heard radioing to all officer to create a fire path for the ambulance transport.",https://www.chicagocopa.org/case/2023-0002357/
Jessy,2019-03-09T00:00:00Z,Illinois,Chicago,2700 block of W Potomac Ave,Injured,Officer,male,Ambulance,"In the end of the first video, an ambulance can be seen driven in the hospital with a police vehicle escort. The suspect was not injured in this case and the officer was the only one who was seriously injured.",https://abc7chicago.com/cop-shot-police-officer-shooting-humboldt-park/5181194/
Jessy,2018-09-13T00:00:00Z,Illinois,Chicago,I-55 and S Cicero Ave,Injured,Officer Luis Duarte,male,Ambulance,"At 9:13 in this dispatcher audio record, one officer responded, ""our officer is being tended by FD right now."" Later other officers were asked to block the traffic for the ambulance as it transport the injured officer to Mount Sinai. And at 1:01 in this Facebook WGN TV live record, an ambulance can be seen going to a hospital that looks exactly like Mount Sinai according to Google Streetview. But the suspect was treated at Cook County Hospital according to the third link.",https://www.youtube.com/watch?v=rpvYUcEvrqE; https://www.facebook.com/WGNTV/videos/259187928263629; https://suburbanchicagoland.com/2018/09/13/cicero-police-officer-in-surgery-following-gunfight-with-two-suspects/
Jessy,2018-05-26T00:00:00Z,Illinois,Chicago,N Noble St and W Chicago Ave,Injured,Officer,female,Unknown,Not enough information to confirm. This is almost the only news story I found about this shotting.,https://abc7chicago.com/chicago-gun-violence-memorial-weekend-crime-day/3526934/
Jessy,2022-03-11T00:00:00Z,Illinois,Chicago,5700 block of S Loomis Blvd,Injured,N/A,N/A,Others,"Neither officer was hit, but both were taken to a hospital with injuries not considered life-threatening.",https://chicago.suntimes.com/crime/2022/3/11/22972359/police-shooting-englewood
Jessy,2022-03-11T00:00:00Z,Illinois,Chicago,5700 block of S Loomis Blvd,Injured,N/A,N/A,Others,"Neither officer was hit, but both were taken to a hospital with injuries not considered life-threatening.",https://chicago.suntimes.com/crime/2022/3/11/22972359/police-shooting-englewood
Jessy,2020-06-08T00:00:00Z,Illinois,Chicago,500 block of N Leamington Ave,Injured,Officer Nathaniel Hollis,male,Ambulance,"Page 5. ""Officer Hollis said he was subsequently taken to a hospital by ambulance, where it was determined that, despite being shot in the front chest area of his ballistic vest, he was not injured.""",https://www.chicagocopa.org/wp-content/uploads/2020/08/2020-0002540_FSR.pdf
Jessy,2024-03-03T00:00:00Z,Illinois,Chicago,900 block of N Harding Ave,Injured,Officer,N/A,Unknown,The injured citizen was transported by ambulance but no information about the injured police possibly because they were not severly injured.,https://abc7chicago.com/chicago-shooting-police-teen-shot-officer/14487970/
Jessy,2019-01-26T00:00:00Z,Illinois,Chicago,6400 block of N Kedzie Ave,Injured,Officer,N/A,Others,Hit but not wounded.,https://abc7chicago.com/cop-shot-chicago-police-standoff-west-rogers-park/5109448/
Nadia,2021-12-08T00:00:00Z,Ohio,Columbus,2700 block of Four Seasons Dr,Injured,Deputy US Marshall,N/A,Ambulance,"""Medical personnel then arrived on the scene""",https://abc6onyourside.com/news/local/law-enforcement-officer-shot-four-seasons-drive-columbus-ohio-12-8-2021
Nadia,2020-07-21T00:00:00Z,Ohio,Columbus,2700 block of Beulah Rd,Injured,Deputy Gary Bourquin,male,Unknown,not seeing evidence of ambulance or police transport,https://dayton247now.com/news/local/north-columbus-police-shooting-july-21-2020
Nadia,2020-07-21T00:00:00Z,Ohio,Columbus,2700 block of Beulah Rd,Injured,Deputy Marcus Penwell,male,Unknown,not seeing evidence of ambulance or police transport,https://dayton247now.com/news/local/north-columbus-police-shooting-july-21-2020
Nadia,2020-05-28T00:00:00Z,Ohio,Columbus,3204 Chelford Dr,Injured,Officer Russ Weiner,male,Unknown,Unclear how he was transported.,https://www.nbc4i.com/news/local-news/police-officer-shot-in-northeast-columbus/
Prachi,2018-08-09T00:00:00Z,Ohio,Columbus,4875 Sinclair Rd,Injured,Officer Matthew Carroll,male,Ambulance,,https://abc6onyourside.com/news/local/suspect-dead-in-police-involved-shooting-at-north-columbus-motel
Nadia,2018-06-29T00:00:00Z,Ohio,Columbus,1543 Cordell Ave,Injured,Officer,male,Ambulance,The only injured person is the police; there is siren sound going on in the event video; and this is a plan-ahead drug raid. So we believe this is very likely an ambulance case.,https://myfox28columbus.com/news/local/officer-shot-during-drug-raid-in-northeast-columbus
Nadia,2018-06-06T00:00:00Z,Ohio,Columbus,4215 Clime Rd,Injured,Officer,male,Ambulance,article mentioned medics,https://www.10tv.com/article/news/local/columbus-police-officer-injured-after-accidental-shooting/530-0364d46a-3a87-4a6c-bdaf-40288f9ae4a7
Nadia,2018-05-12T00:00:00Z,Ohio,Columbus,Harrisburg Pike and Eakin Road,Injured,Deputy Jacob Heaberlin,male,Unknown,"The officer was ""rushed"" to emergency room but unclear how.",https://www.nbc4i.com/news/local-news/deputy-expected-to-recover-suspect-killed-in-pursuit-and-shootout/
Nadia,2020-07-10T00:00:00Z,Ohio,Columbus,2545 Petzinger Rd,Injured,Sontino Williams,N/A,Police Self-transfer,"""The first responding officers found the injured officer and took the officer to Grant Medical Center.""",https://www.10tv.com/article/news/local/shooting-at-moments-bar-in-columbus/530-35ac8838-0ec5-437d-b20d-60641abd388e
Nadia,2020-06-27T00:00:00Z,Ohio,Columbus,Aviator Ave,Injured,Officer,N/A,Unknown,not seeing evidence of self-transfer.,https://www.10tv.com/article/news/columbus-police-officer-recovering-after-accidentally-being-shot-in-foot/530-0ba08361-8085-479e-a983-84281e04798c
Nadia,2019-03-07T00:00:00Z,Ohio,Columbus,2342 Hamilton Ave,Injured,Ofc. William Frease,male,Unknown,not seeing evidence of ambulance or police transport,https://www.nbc4i.com/news/local-news/columbus-police-officer-injured-in-linden-neighborhood-shooting/1834636841/
Nadia,2022-06-26T00:00:00Z,Ohio,Columbus,300 block of S Harris Ave,Injured,N/A,male,Unknown,not seeing evidence of ambulance or police transport,https://abc6onyourside.com/news/local/columbus-police-officer-shot-leg-hilltop-south-harris-avenue
Nadia,2020-04-01T00:00:00Z,Ohio,Columbus,1400 block of S Ohio Ave,Injured,Garrett Kennedy,male,Unknown,not seeing evidence of ambulance or police transport,https://www.dispatch.com/story/lifestyle/public-safety/2020/04/02/columbus-police-officer-wounded-in/1416917007/
Nadia,2023-08-09T00:00:00Z,Ohio,Columbus,45 Great Southern Blvd,Injured,Officer Anthony Sebastiano,male,Ambulance,"""until medics arrived""",https://www.10tv.com/article/news/local/south-columbus-shooting-great-southern-boulevard/530-8afe2670-b6d2-4ee9-9701-485cdbb2f958
Nadia,2023-07-06T00:00:00Z,Ohio,Columbus,I-70 and Mound St,Injured,Officer,male,Police Self-transfer,"""was driven by his police partner""",https://www.cleveland19.com/2023/07/06/columbus-officer-shot-i-70-1-suspect-killed-2-others-loose/
Nadia,2024-03-25T00:00:00Z,New York,Corona (Queens),19-19 Mott Ave,Killed,Officer Jonathan Diller,male,Ambulance,Police and EMS swiftly set up a transportation route to get the wounded Diller to Jamaica Hospital.,https://www.amny.com/police-fire/cop-shot-queens-march-25-2024/
Nadia,2022-07-03T00:00:00Z,New York,Corona (Queens),214th Place and Jamaica Ave,Injured,Correction Officer David Donegan,male,Ambulance,image of ambulance transporting officer,https://nypost.com/2022/07/03/off-duty-correction-officer-shot-at-queens-motorcycle-party/
Nadia,2021-04-05T00:00:00Z,New York,Corona (Queens),Underhill Ave and 164th St,Killed,Deputy Inspector Denis Mullaney,male,Others,Suicide,https://www.nydailynews.com/new-york/nyc-crime/ny-queens-deputy-inspector-shoots-self-20210405-iwo4yvvrdnfr7lhtavynjgq2nu-story.html
Nadia,2019-01-25T00:00:00Z,New York,Corona (Queens),69th Lane,Killed,Nicholas Mencaroni,male,Others,Suicide,https://www.gunviolencearchive.org/incident/1311311
Nadia,2023-08-30T00:00:00Z,New York,Corona (Queens),70th St and Queens Blvd,Injured,Ofc. Christopher Campos,male,Police Self-transfer,"2:32-2:42 in the video, ""(uniform officers) handcuffed both males. They learned one of them is an officer. They removed both males to local hospitals.""",https://www.nbcnewyork.com/news/local/brothers-charged-in-shooting-of-off-duty-nypd-officer-in-road-rage-fight-police/4639758/?_osource=SocialFlowTwt_NYBrand
Nadia,2020-08-02T00:00:00Z,New York,Corona (Queens),31-10 23rd St,Killed,Ofc. Richard Catapano,male,Others,Suicide,https://nypost.com/2020/08/02/off-duty-nypd-cop-shoots-himself-in-the-head-in-queens-suicide/
Nadia,2019-10-15T00:00:00Z,New York,Corona (Queens),75-79 178th St,Killed,Sgt Linhong Li,male,Others,Suicide,https://www.nydailynews.com/new-york/ny-nypd-attempted-suicide-20191016-bpx73ecihvdapbmh7d5zyp77n4-story.html
Nadia,2023-04-05T00:00:00Z,New York,Corona (Queens),90-23 161st St,Injured,Ofc. Brett Boller,N/A,Police Self-transfer,"""police van to rush the wounded rookie to Jamaica Hospital""",https://www.nydailynews.com/new-york/ny-nypd-cop-shot-jamaica-queens-20230405-lm5jn7nygfdb5aixrpeulotvyi-story.html
Nadia,2020-11-24T00:00:00Z,New York,Corona (Queens),145-86 179th St,Injured,Officer Christopher Wells,male,Police Self-transfer,"""Fellow officers rushed the wounded cops to Jamaica Hospital.""",https://abc7ny.com/2-nypd-officers-shot-105-pct-cops-two/8228210/
Nadia,2020-11-24T00:00:00Z,New York,Corona (Queens),145-86 179th St,Injured,Officer Joseph Murphy,male,Police Self-transfer,"""Fellow officers rushed the wounded cops to Jamaica Hospital.""",https://abc7ny.com/2-nypd-officers-shot-105-pct-cops-two/8228210/
Nadia,2019-06-05T00:00:00Z,New York,Corona (Queens),6890 Burns St,Killed,Deputy Chief Steven Silks,male,Others,Suicide,https://nypost.com/2019/06/05/nypd-chief-fatally-shoots-self-a-month-before-mandatory-retirement/
Jessy,2019-02-12T00:00:00Z,New York,Corona (Queens),9162 120th St,Injured,Sgt. Matthew Gorman,male,Others,"""A civilian driver pulled over when he saw what was going on and rushed Gorman to the same hospital.""",https://nypost.com/2019/02/12/2-nypd-cops-shot-in-queens-t-mobile-store/
Jessy,2019-02-12T00:00:00Z,New York,Corona (Queens),9162 120th St,Killed,Det. Brian Simonsen,male,Police Self-transfer,"""Simonsen was hit in the chest and was rushed to Jamaica Hospital Medical Center in an NYPD squad car.""",https://nypost.com/2019/02/12/2-nypd-cops-shot-in-queens-t-mobile-store/
Nadia,2022-07-31T00:00:00Z,New York,Corona (Queens),518 Beach 139th St,Killed,Det. Brendan Mcveigh,male,Others,Suicide,https://nypost.com/2022/08/01/nypd-cop-in-critical-after-shooting-self-cops/
Nadia,2019-08-14T00:00:00Z,New York,Corona (Queens),133-25 Francis Lewis Blvd,Killed,Ofc. Robert Echeverria,male,Others,Suicide,https://nypost.com/2019/08/14/off-duty-veteran-nypd-cop-shoots-himself-in-the-head-in-queens/
Nadia,2023-05-12T00:00:00Z,New York,Corona (Queens),Queens Blvd and 43rd St,Injured,Ofc. Ivan Gomez,male,Unknown,,https://www.cbsnews.com/newyork/news/shots-fired-at-off-duty-nypd-officer-parents-queens/
Nadia,2023-04-27T00:00:00Z,Texas,Dallas,2900 block of Cypress Ave,Injured,Senior Corporal Scott Jay,male,Unknown,Fellow officers can be seen coming to applying tourniquets. Paramedics can be seen coming down from the ambulance with a stretcher but unclear who was being transported.,https://www.fox4news.com/news/dallas-police-officer-k9-shot-in-pleasant-grove
